# Data file generated by gp_save.m
# 
409.13	-0.096533	0.0019035	4.3312	-0.076385	-0.075325	-0.075479	-0.069927	-0.092327	1.5211	1.7634	3.5491	-0.094753	-0.092997	-0.092319	-0.089014	-0.090025	-0.094753	-0.094753	-0.094753	-0.094753	-0.094755	-0.096726
414.51	-0.067352	0.0018412	4.3196	-0.047981	-0.04697	-0.047109	-0.041857	-0.062879	1.5437	1.7644	3.6733	-0.071743	-0.070064	-0.069437	-0.066157	-0.068404	-0.071743	-0.071742	-0.071742	-0.071742	-0.071744	-0.07373
419.9	-0.038344	0.0017999	4.3078	-0.019781	-0.018819	-0.018944	-0.014	-0.033612	1.5654	1.7652	3.785	-0.049665	-0.048067	-0.047491	-0.044241	-0.047723	-0.049664	-0.049664	-0.049664	-0.049664	-0.049667	-0.051687
425.28	-0.0096336	0.0017836	4.2958	0.0080907	0.0090013	0.0088913	0.013521	-0.0046501	1.5861	1.7659	3.8846	-0.028645	-0.02713	-0.026606	-0.023391	-0.028104	-0.028644	-0.028643	-0.028643	-0.028643	-0.028649	-0.030727
430.66	0.018654	0.0017953	4.2836	0.035512	0.03637	0.036275	0.040584	0.023881	1.6056	1.7663	3.9722	-0.0087978	-0.0073676	-0.006897	-0.003723	-0.0096588	-0.008797	-0.0087963	-0.0087963	-0.0087962	-0.0088046	-0.01097
436.05	0.046398	0.0018377	4.2713	0.062362	0.063167	0.063086	0.067068	0.051857	1.624	1.7666	4.0481	0.0097729	0.011116	0.011533	0.014661	0.0075127	0.0097738	0.0097745	0.0097745	0.0097746	0.0097619	0.0074789
441.43	0.073477	0.0019121	4.2588	0.088523	0.089273	0.089207	0.092858	0.079158	1.6412	1.7668	4.1125	0.026981	0.028236	0.028599	0.031676	0.023327	0.026982	0.026982	0.026982	0.026982	0.026964	0.024535
446.81	0.099776	0.002019	4.2461	0.11388	0.11458	0.11453	0.11784	0.10567	1.6571	1.7669	4.1656	0.042758	0.043922	0.044232	0.047252	0.037721	0.042759	0.042759	0.042759	0.042759	0.042734	0.040134
452.2	0.12519	0.002158	4.2332	0.13833	0.13897	0.13893	0.14191	0.13128	1.6716	1.7668	4.2074	0.057057	0.05813	0.058385	0.061344	0.05065	0.057057	0.057057	0.057057	0.057057	0.057025	0.054235
457.58	0.1496	0.0023275	4.2202	0.16177	0.16235	0.16233	0.16496	0.15589	1.6848	1.7667	4.2382	0.069852	0.070833	0.071034	0.073926	0.062092	0.069852	0.069852	0.069852	0.069852	0.069812	0.066822
462.96	0.17293	0.0025252	4.207	0.1841	0.18462	0.18461	0.1869	0.17939	1.6966	1.7666	4.2579	0.08114	0.082027	0.082174	0.084995	0.072046	0.08114	0.08114	0.081139	0.081139	0.08109	0.077901
